id,question,reason,query_id,input_text,retrieved_indices,retrieved_scores,method
1097,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""아무도 말을 안 해 주든?""",'든'은 '되다'의 어간 '되-'와 받침 'ㄴ'이 결합한 형태이다. '든'은 '되다'의 어간 '되-'와 'ㄴ'이 결합한 형태이므로 '든'으로 적는다.,347,'든'은 '되다'의 어간 '되-'와 받침 'ㄴ'이 결합한 형태이다. '든'은 '되다'의 어간 '되-'와 'ㄴ'이 결합한 형태이므로 '든'으로 적는다.,"[96, 31, 100, 35, 92, 27, 123, 58, 102, 37]","[0.8670230507850647, 0.8670230507850647, 0.8600618839263916, 0.8600618839263916, 0.8478703498840332, 0.8478703498840332, 0.8451518416404724, 0.8451518416404724, 0.8432167172431946, 0.8432167172431946]",method2_semantic_embedding
1098,"""주말엔 청소를 {해야 하며/해야하며} 당번은 제비뽑기로 정한다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'하며'는 '하고'의 준말로 '하고'의 준말인 '며'와 '하고'의 준말인 '아니라'가 결합한 말이다. 따라서 '해야하며'는 '해야 하고'의 준말로 줄여 적는다.,348,'하며'는 '하고'의 준말로 '하고'의 준말인 '며'와 '하고'의 준말인 '아니라'가 결합한 말이다. 따라서 '해야하며'는 '해야 하고'의 준말로 줄여 적는다.,"[92, 27, 104, 39, 99, 34, 102, 37, 123, 58]","[0.847681999206543, 0.847681999206543, 0.8390412926673889, 0.8390412926673889, 0.8362339735031128, 0.8362339735031128, 0.8322195410728455, 0.8322195410728455, 0.8308369517326355, 0.8308369517326355]",method2_semantic_embedding
1099,"""{엔진/앤진}을 켜 두었다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'엔진'은 'engine'의 원어 발음에 준하여 '엔진'으로 적는다.,349,'엔진'은 'engine'의 원어 발음에 준하여 '엔진'으로 적는다.,"[177, 104, 39, 72, 7, 86, 21, 178, 81, 16]","[0.8043817281723022, 0.7755938172340393, 0.7755938172340393, 0.7635859251022339, 0.7635859251022339, 0.7594348192214966, 0.7594348192214966, 0.7585128545761108, 0.7558344602584839, 0.7558344602584839]",method2_semantic_embedding
1100,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― 벌써 스위스라고? 하고 생각하였다.","의문문은 물음표를 쓰고, 의문을 나타내는 말 뒤에 물음표를 쓰는 것은 의문문임을 나타내기 위한 것이다.",350,"의문문은 물음표를 쓰고, 의문을 나타내는 말 뒤에 물음표를 쓰는 것은 의문문임을 나타내기 위한 것이다.","[145, 141, 120, 55, 152, 143, 149, 148, 92, 27]","[0.8539202213287354, 0.8340252637863159, 0.7933082580566406, 0.7933082580566406, 0.7820253372192383, 0.7793538570404053, 0.777269184589386, 0.773411214351654, 0.7667247653007507, 0.7667247653007507]",method2_semantic_embedding
1101,"""요즘 사람들이 {래티놀/레티놀}이 들어간 화장품을 많이 찾는다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",레티놀(retinol)의 원어 발음은 [retɪnɒl]로 [ɪ]는 '이'로 표기한다. 따라서 '레티놀'이 옳다.,351,레티놀(retinol)의 원어 발음은 [retɪnɒl]로 [ɪ]는 '이'로 표기한다. 따라서 '레티놀'이 옳다.,"[86, 21, 105, 40, 106, 41, 89, 24, 170, 121]","[0.732991635799408, 0.732991635799408, 0.7305212616920471, 0.7305212616920471, 0.7295994162559509, 0.7295994162559509, 0.7285081744194031, 0.7285081744194031, 0.7283385992050171, 0.7280751466751099]",method2_semantic_embedding
1102,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""우리가 해 주면 돼지.""",'해줘도 돼'는 '해 줘도 돼'의 줄임말이다. 줄임말은 원형과 구별하기 위해 띄어 쓰는 것을 원칙으로 한다. 그러나 '해 줘도 돼'의 경우 '해 줘도'와 '돼'가 모두 줄일 수 있는 말이기 때문에 띄어 쓰지 않고 '해줘도 돼'로 줄인다.,352,'해줘도 돼'는 '해 줘도 돼'의 줄임말이다. 줄임말은 원형과 구별하기 위해 띄어 쓰는 것을 원칙으로 한다. 그러나 '해 줘도 돼'의 경우 '해 줘도'와 '돼'가 모두 줄일 수 있는 말이기 때문에 띄어 쓰지 않고 '해줘도 돼'로 줄인다.,"[104, 39, 137, 92, 27, 138, 165, 83, 18, 122]","[0.8078469634056091, 0.8078469634056091, 0.8024460077285767, 0.8023569583892822, 0.8023569583892822, 0.7987077236175537, 0.7961997389793396, 0.7938399910926819, 0.7938399910926819, 0.7898878455162048]",method2_semantic_embedding
1103,"""{보트/ 보우트}를 탔다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",보트(boat)의 원어 발음은 [bɑːt]로 [ɑ]는 '아'로 표기한다. 따라서 '보트'가 옳다.,353,보트(boat)의 원어 발음은 [bɑːt]로 [ɑ]는 '아'로 표기한다. 따라서 '보트'가 옳다.,"[171, 167, 66, 1, 160, 172, 86, 21, 170, 64]","[0.7558335065841675, 0.7491271495819092, 0.7439492344856262, 0.7439492344856262, 0.7388523817062378, 0.7354316115379333, 0.7325417995452881, 0.7325417995452881, 0.7270165085792542, 0.7268366813659668]",method2_semantic_embedding
1104,"""잔디밭에다 {돗자리/돋자리}를 펴자."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","""잔디밭에다 돋자리를 펴자.""가 옳다. '돋다'는 '돋다",354,"""잔디밭에다 돋자리를 펴자.""가 옳다. '돋다'는 '돋다","[122, 57, 83, 18, 81, 16, 78, 13, 99, 34]","[0.7477338910102844, 0.7477338910102844, 0.738037109375, 0.738037109375, 0.7291020750999451, 0.7291020750999451, 0.7278532981872559, 0.7278532981872559, 0.7277485728263855, 0.7277485728263855]",method2_semantic_embedding
1105,"""{스폰서/스펀서}를 새로 구했다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",스폰서(sponsor)의 원어 발음은 [ˈspɒn.sə]로 [ə]는 '어'로 표기한다. 따라서 '스폰서'가 옳다.,355,스폰서(sponsor)의 원어 발음은 [ˈspɒn.sə]로 [ə]는 '어'로 표기한다. 따라서 '스폰서'가 옳다.,"[167, 160, 168, 161, 171, 177, 174, 172, 175, 86]","[0.7434263229370117, 0.7392855882644653, 0.7382981777191162, 0.7186743021011353, 0.7159406542778015, 0.7110915184020996, 0.7094393372535706, 0.7089459896087646, 0.707669198513031, 0.7067428827285767]",method2_semantic_embedding
1106,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""매달 드는 분유값이 얼마인지 알아?""",'값'은 '가치'의 준말이다. '가치'의 준말인 '값'은 '가치'의 앞말과 결합하여 파생된 단어의 경우 그 파생어에 붙을 수 없다. 따라서 '분유'와 '값'이 결합된 '분유값'은 '분유'와 '가치'의 결합이므로 '분유값'이 아니라 '분유 값'으로 써야 한다.,356,'값'은 '가치'의 준말이다. '가치'의 준말인 '값'은 '가치'의 앞말과 결합하여 파생된 단어의 경우 그 파생어에 붙을 수 없다. 따라서 '분유'와 '값'이 결합된 '분유값'은 '분유'와 '가치'의 결합이므로 '분유값'이 아니라 '분유 값'으로 써야 한다.,"[104, 39, 83, 18, 96, 31, 71, 6, 92, 27]","[0.8196431994438171, 0.8196431994438171, 0.8153945207595825, 0.8153945207595825, 0.8082238435745239, 0.8082238435745239, 0.8034449815750122, 0.8034449815750122, 0.8032134771347046, 0.8032134771347046]",method2_semantic_embedding
1107,"""이 옷은 너무 {빨개서/빨게서} 같이 입기가 부담스럽다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'빨개지다'는 '빨개지다'의 본형이다. '빨개지다'의 본모음 'ㅐ'는 어미 '어서'와 결합할 때 'ㅔ'로 소리가 나지만, 어미 '아서'와 결합할 때는 본모음이 바뀌지 않는다. 따라서 '빨개지다'에 '-아서'가 결합하면 '빨개지아서'가 되어야 한다.",357,"'빨개지다'는 '빨개지다'의 본형이다. '빨개지다'의 본모음 'ㅐ'는 어미 '어서'와 결합할 때 'ㅔ'로 소리가 나지만, 어미 '아서'와 결합할 때는 본모음이 바뀌지 않는다. 따라서 '빨개지다'에 '-아서'가 결합하면 '빨개지아서'가 되어야 한다.","[96, 31, 95, 30, 92, 27, 99, 34, 111, 46]","[0.8473075032234192, 0.8473075032234192, 0.8465186357498169, 0.8465186357498169, 0.844782292842865, 0.844782292842865, 0.8399286270141602, 0.8399286270141602, 0.8341924548149109, 0.8341924548149109]",method2_semantic_embedding
1108,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""다시 생각해보렴.""","부사절이나 관형절, 목적격절 등이 동사 앞에 붙을 때는 앞말과 띄어 쓴다.",358,"부사절이나 관형절, 목적격절 등이 동사 앞에 붙을 때는 앞말과 띄어 쓴다.","[137, 104, 39, 92, 27, 97, 32, 98, 33, 96]","[0.8659171462059021, 0.8580465912818909, 0.8580465912818909, 0.8361916542053223, 0.8361916542053223, 0.8339821100234985, 0.8339821100234985, 0.8321530222892761, 0.8321530222892761, 0.8315448760986328]",method2_semantic_embedding
1109,"다음 문장이 어문 규범에 부합하도록 문장 부호를 추가하고, 그 이유를 설명하세요.
― 대리님( ) 점심은요?",문장의 끝에 물음표를 쓴다.,359,문장의 끝에 물음표를 쓴다.,"[141, 145, 130, 143, 149, 152, 120, 55, 148, 136]","[0.8067390322685242, 0.7994421720504761, 0.7969496250152588, 0.781552255153656, 0.7718057632446289, 0.7658255696296692, 0.7573221325874329, 0.7573221325874329, 0.7501277327537537, 0.7437859177589417]",method2_semantic_embedding
1110,"""맛의 고장 전주인 만큼, 전통 맛집 및 빵지순례 등 {타겟/타깃}의 흥미와 트렌드에 맞춰 사진과 맛을 표현"" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",타겟(target)의 원어 발음은 [ˈtærɡət]로 [æ]는 '애'로 적는다. 따라서 '타깃'으로 표기하는 것이 옳다.,360,타겟(target)의 원어 발음은 [ˈtærɡət]로 [æ]는 '애'로 적는다. 따라서 '타깃'으로 표기하는 것이 옳다.,"[167, 86, 21, 177, 169, 171, 72, 7, 160, 126]","[0.7351970076560974, 0.7348207831382751, 0.7348207831382751, 0.7303472757339478, 0.7282131910324097, 0.7275232672691345, 0.7271248698234558, 0.7271248698234558, 0.724719762802124, 0.7243360877037048]",method2_semantic_embedding
1111,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""이 하천에는 개굴이가 많이 산다.""","'이하'는 '이'와 '하'의 결합 형태로, 앞말과 결합하여 만들어진 합성어의 구성 요소이기 때문에 앞말에 붙여 쓴다. 따라서 '이하'와 '천' 사이에 띄어 쓰는 것이 옳다.",361,"'이하'는 '이'와 '하'의 결합 형태로, 앞말과 결합하여 만들어진 합성어의 구성 요소이기 때문에 앞말에 붙여 쓴다. 따라서 '이하'와 '천' 사이에 띄어 쓰는 것이 옳다.","[104, 39, 83, 18, 107, 42, 92, 27, 99, 34]","[0.8845890760421753, 0.8845890760421753, 0.8602533340454102, 0.8602533340454102, 0.8582495450973511, 0.8582495450973511, 0.8567821383476257, 0.8567821383476257, 0.8555570244789124, 0.8555570244789124]",method2_semantic_embedding
1112,"""그 아이는 {밤톨 같은/밤톨같은} 머리를 하고 있었다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'같다'는 '같다'와 '같이'의 어근으로 활용된다. '같다'는 '같다'로 활용될 때는 '같다'로, '같이'로 활용될 때는 '같이'로 적는다. '같이'로 활용되는 경우는 '같다'가 명사 '형태'나 '모양'에 결합할 때가 많다. '같다'는 '같이'로 활용되는 경우가 많아서 '같이'로만 적는 경우도 있다. '반톤타'는 '반톤타'가 명사 '형태'에 결합하여 '같이'로 활용된 것이므로 '반톤타 같은'으로 적어야 한다.",362,"'같다'는 '같다'와 '같이'의 어근으로 활용된다. '같다'는 '같다'로 활용될 때는 '같다'로, '같이'로 활용될 때는 '같이'로 적는다. '같이'로 활용되는 경우는 '같다'가 명사 '형태'나 '모양'에 결합할 때가 많다. '같다'는 '같이'로 활용되는 경우가 많아서 '같이'로만 적는 경우도 있다. '반톤타'는 '반톤타'가 명사 '형태'에 결합하여 '같이'로 활용된 것이므로 '반톤타 같은'으로 적어야 한다.","[92, 27, 78, 13, 104, 39, 83, 18, 96, 31]","[0.863502025604248, 0.863502025604248, 0.8605756163597107, 0.8605756163597107, 0.8605251908302307, 0.8605251908302307, 0.8514515161514282, 0.8514515161514282, 0.846394956111908, 0.846394956111908]",method2_semantic_embedding
1113,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""단, 현임교에서 받은 표창은 종류 및 회수에 상관없이 모두 인정하되 유예 기간 중 받은 것은 제외한다.""",'교'는 '교'와 '조'로 구별할 수 없으므로 '교'로 통일하여 적는다.,363,'교'는 '교'와 '조'로 구별할 수 없으므로 '교'로 통일하여 적는다.,"[68, 3, 83, 18, 122, 57, 64, 129, 86, 21]","[0.8370775580406189, 0.8370775580406189, 0.8237380981445312, 0.8237380981445312, 0.8220586180686951, 0.8220586180686951, 0.8220399618148804, 0.8219923973083496, 0.8131557703018188, 0.8131557703018188]",method2_semantic_embedding
1114,"""쌀의 자급을 달성한 통일벼 개발을 기념하기 위하여 통일벼 알 모양을 {본따서/본떠서} 기념비를 세웠다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'본따서'는 '본뜨다'의 활용형이 아니라 '본따'와 '서'의 합성으로 이루어진 말이다. 따라서 '본따서'가 아니라 '본떠서'로 적어야 한다.,364,'본따서'는 '본뜨다'의 활용형이 아니라 '본따'와 '서'의 합성으로 이루어진 말이다. 따라서 '본따서'가 아니라 '본떠서'로 적어야 한다.,"[104, 39, 83, 18, 92, 27, 99, 34, 96, 31]","[0.8486936092376709, 0.8486936092376709, 0.8214427828788757, 0.8214427828788757, 0.8192546963691711, 0.8192546963691711, 0.8177732825279236, 0.8177732825279236, 0.8120858669281006, 0.8120858669281006]",method2_semantic_embedding
1115,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
―추가적으로 고객님<차량탑승운전자>에게 ""고객님이 진입하는 곳""이라는 언어 사용이 반말인지 문의드립니다.","큰따옴표는 말, 글, 글자, 표지, 제목, 부제, 저자, 출판사, 출판연도, 서지 정보 등이 들어갈 때 쓴다.",365,"큰따옴표는 말, 글, 글자, 표지, 제목, 부제, 저자, 출판사, 출판연도, 서지 정보 등이 들어갈 때 쓴다.","[151, 148, 156, 155, 142, 104, 39, 138, 149, 143]","[0.8402695059776306, 0.827519953250885, 0.8269869685173035, 0.8236092925071716, 0.813149094581604, 0.8127977252006531, 0.8127977252006531, 0.8117707371711731, 0.8052152991294861, 0.8032864332199097]",method2_semantic_embedding
1116,"""{로브스터/롭스터}는 조리법에 따라 맛이 달라진다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",로브스터(lobster)의 원어 발음은 [ˈlɑːbstə]로 [ə]는 '어'로 표기한다. 따라서 '로브스터'가 옳다.,366,로브스터(lobster)의 원어 발음은 [ˈlɑːbstə]로 [ə]는 '어'로 표기한다. 따라서 '로브스터'가 옳다.,"[167, 170, 168, 171, 89, 24, 174, 106, 41, 166]","[0.7271834015846252, 0.7035574913024902, 0.7023664116859436, 0.7018654346466064, 0.6992247104644775, 0.6992247104644775, 0.690506637096405, 0.686168909072876, 0.686168909072876, 0.6847581267356873]",method2_semantic_embedding
1117,"""옛날엔 시를 읽다가 인상 깊은 {시구/시귀}가 나오면 외워 뒀는데."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","시구(詩句)는 시의 한 구절을 뜻하는 말로, '시'와 '구'가 합성어의 구성 요소로 결합한 복합어이다. 따라서 '시'와 '구'를 각각의 단어로 보아 붙여 쓰는 것이 아니라 띄어 쓴다.",367,"시구(詩句)는 시의 한 구절을 뜻하는 말로, '시'와 '구'가 합성어의 구성 요소로 결합한 복합어이다. 따라서 '시'와 '구'를 각각의 단어로 보아 붙여 쓰는 것이 아니라 띄어 쓴다.","[104, 39, 83, 18, 68, 3, 107, 42, 136, 130]","[0.8590748906135559, 0.8590748906135559, 0.834984540939331, 0.834984540939331, 0.8338749408721924, 0.8338749408721924, 0.8331891298294067, 0.8331891298294067, 0.8226622343063354, 0.8223300576210022]",method2_semantic_embedding
1118,"다음 중 어문 규범에 부합하는 것을 선택하고, 그 이유를 설명하세요.
― 추사 김정희의 《세한도》는 절세의 명작이다.
― 추사 김정희의 〈세한도〉는 절세의 명작이다.","한자어 '책'은 '책'으로 적고, '책'을 포함한 한자어는 '책'을 앞에 붙여 표기한다.",368,"한자어 '책'은 '책'으로 적고, '책'을 포함한 한자어는 '책'을 앞에 붙여 표기한다.","[68, 3, 104, 39, 119, 54, 83, 18, 76, 11]","[0.8250178098678589, 0.8250178098678589, 0.8118531703948975, 0.8118531703948975, 0.8108100295066833, 0.8108100295066833, 0.8054087162017822, 0.8054087162017822, 0.8054072260856628, 0.8054072260856628]",method2_semantic_embedding
1119,"""{닁큼/닝큼} 이리로 와라."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'ㄴ'으로 시작하는 어미는 'ㄴ'이 모음 앞에서 나타나고, 'ㄹ'로 시작하는 어미는 'ㄹ'이 모음 앞에서 나타난다. 따라서 '나라'나 '나라다'와 같이 어간 끝에 'ㄴ'이나 'ㄹ'이 붙는 어미는 'ㄴ'이나 'ㄹ'이 모음 앞에서 나타난다. '나라'와 '나라다'는 '나'와 '다'가 어간에 붙은 것이므로 '나라'와 '나라다'가 옳다.",369,"'ㄴ'으로 시작하는 어미는 'ㄴ'이 모음 앞에서 나타나고, 'ㄹ'로 시작하는 어미는 'ㄹ'이 모음 앞에서 나타난다. 따라서 '나라'나 '나라다'와 같이 어간 끝에 'ㄴ'이나 'ㄹ'이 붙는 어미는 'ㄴ'이나 'ㄹ'이 모음 앞에서 나타난다. '나라'와 '나라다'는 '나'와 '다'가 어간에 붙은 것이므로 '나라'와 '나라다'가 옳다.","[95, 30, 96, 31, 98, 33, 107, 42, 92, 27]","[0.8771310448646545, 0.8771310448646545, 0.8741175532341003, 0.8741175532341003, 0.8631988167762756, 0.8631988167762756, 0.8630712032318115, 0.8630712032318115, 0.8557940721511841, 0.8557940721511841]",method2_semantic_embedding
1120,"""카메라의 {초점/촛점}이 맞질 않는다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",초점(focus)의 원어 발음은 [ˈfɑːkəs]로 [ɑː]는 '아'로 표기한다. 따라서 '초점'이 옳다.,370,초점(focus)의 원어 발음은 [ˈfɑːkəs]로 [ɑː]는 '아'로 표기한다. 따라서 '초점'이 옳다.,"[167, 171, 168, 174, 64, 129, 121, 56, 172, 66]","[0.7685004472732544, 0.7647692561149597, 0.7589164972305298, 0.7419169545173645, 0.739875853061676, 0.7398377060890198, 0.7385597229003906, 0.7385597229003906, 0.7372433543205261, 0.7370414137840271]",method2_semantic_embedding
1121,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""그날 일에 대해 경위서 쓸 준비하세요.""","'경위서'는 명사로 쓰이며, '경위서를 쓰다'는 문장에서 '경위서'가 명사이므로 '경위서를'로 써야 한다.",371,"'경위서'는 명사로 쓰이며, '경위서를 쓰다'는 문장에서 '경위서'가 명사이므로 '경위서를'로 써야 한다.","[104, 39, 97, 32, 83, 18, 92, 27, 70, 5]","[0.790155291557312, 0.790155291557312, 0.7862038016319275, 0.7862038016319275, 0.7859725952148438, 0.7859725952148438, 0.7830908298492432, 0.7830908298492432, 0.7810591459274292, 0.7810591459274292]",method2_semantic_embedding
1122,"""{믹서/믹사}로 과일을 갈아 마시다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","민족어에서 파생된 단어는 원어 발음에 따라 적는다. 'mixer'는 [mɪkʃə]로 발음되며, [ʃ]는 'ㅅ'으로 표기한다. 따라서 '믹서'로 적는다.",372,"민족어에서 파생된 단어는 원어 발음에 따라 적는다. 'mixer'는 [mɪkʃə]로 발음되며, [ʃ]는 'ㅅ'으로 표기한다. 따라서 '믹서'로 적는다.","[104, 39, 72, 7, 86, 21, 81, 16, 65, 0]","[0.829613447189331, 0.829613447189331, 0.8272176384925842, 0.8272176384925842, 0.8252902030944824, 0.8252902030944824, 0.8246794939041138, 0.8246794939041138, 0.8226331472396851, 0.8226331472396851]",method2_semantic_embedding
1123,"""10월 31일은 {핼러윈/할로윈} 파티를 하는 날이다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",할로윈(halloween)의 원어 발음은 [ˈhæləwɪn]으로 [æ]는 '애'로 표기한다. 따라서 '할로윈'이 옳다.,373,할로윈(halloween)의 원어 발음은 [ˈhæləwɪn]으로 [æ]는 '애'로 표기한다. 따라서 '할로윈'이 옳다.,"[171, 160, 167, 161, 172, 117, 52, 170, 66, 1]","[0.7283754348754883, 0.7233924269676208, 0.7213011384010315, 0.7169484496116638, 0.7131115198135376, 0.7125381231307983, 0.7125381231307983, 0.7079873085021973, 0.7046142220497131, 0.7046142220497131]",method2_semantic_embedding
1124,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""가벼운 읽을꺼리도 마다하지 않았다.""",'읽을거리'는 '읽을 거리'의 줄임말이 아니라 하나의 단어이다. 따라서 띄어 쓰지 않고 붙여 쓴다.,374,'읽을거리'는 '읽을 거리'의 줄임말이 아니라 하나의 단어이다. 따라서 띄어 쓰지 않고 붙여 쓴다.,"[104, 39, 83, 18, 122, 57, 139, 136, 130, 138]","[0.8140451312065125, 0.8140451312065125, 0.8048769235610962, 0.8048769235610962, 0.7976605296134949, 0.7976605296134949, 0.7970320582389832, 0.7933386564254761, 0.7904608249664307, 0.790162980556488]",method2_semantic_embedding
1125,"다음 문장이 어문 규범에 부합하도록 문장 부호를 추가하고, 그 이유를 설명하세요.
― ( )오늘은 고기를 구워 먹을 거에요.( ) 은희가 말했다. ",문장의 끝에 마침표를 쓴다.,375,문장의 끝에 마침표를 쓴다.,"[130, 143, 149, 152, 141, 148, 150, 145, 146, 147]","[0.8100537061691284, 0.8056416511535645, 0.7840988039970398, 0.7719544172286987, 0.7657414674758911, 0.754002571105957, 0.747378945350647, 0.744768500328064, 0.7447051405906677, 0.740982711315155]",method2_semantic_embedding
1126,"다음 문장이 어문 규범에 부합하도록 문장 부호를 고치시오.
― 그는 슬그머니 방으로 들어갔다.(거기에는 뭔가 의심스러운 것이 있었다)",문장의 끝에 마침표를 쓴다.,376,문장의 끝에 마침표를 쓴다.,"[130, 143, 149, 152, 141, 148, 150, 145, 146, 147]","[0.8100537061691284, 0.8056416511535645, 0.7840988039970398, 0.7719544172286987, 0.7657414674758911, 0.754002571105957, 0.747378945350647, 0.744768500328064, 0.7447051405906677, 0.740982711315155]",method2_semantic_embedding
1127,"""{퀵서비스/킥서비스}를 이용해서 물건을 보냈다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",퀵서비스(Queen's Service)의 원어 발음은 [kjuːn]으로 [uː]는 '우'로 표기한다. 따라서 '킥서비스'가 아니라 '퀵서비스'가 옳다.,377,퀵서비스(Queen's Service)의 원어 발음은 [kjuːn]으로 [uː]는 '우'로 표기한다. 따라서 '킥서비스'가 아니라 '퀵서비스'가 옳다.,"[167, 171, 172, 68, 3, 168, 175, 86, 21, 67]","[0.7397842407226562, 0.7262039184570312, 0.7257161140441895, 0.7169144153594971, 0.7169144153594971, 0.7164285182952881, 0.7163723707199097, 0.7138971090316772, 0.7138971090316772, 0.7134875059127808]",method2_semantic_embedding
1128,"다음 문장이 어문 규범에 부합하도록 문장 부호를 추가하고, 그 이유를 설명하세요.
―'어떤 시설( )장소를 닫다'라는 의미로 '폐쇄'라는 말을 사용하는데요.",'혹은'은 '또는'의 준말이다. '혹은'은 '또는'의 준말로 '혹은'만을 표준어로 삼아야 한다.,378,'혹은'은 '또는'의 준말이다. '혹은'은 '또는'의 준말로 '혹은'만을 표준어로 삼아야 한다.,"[83, 18, 78, 13, 122, 57, 104, 39, 70, 5]","[0.8510637879371643, 0.8510637879371643, 0.8481468558311462, 0.8481468558311462, 0.8451900482177734, 0.8451900482177734, 0.8414549827575684, 0.8414549827575684, 0.8364751935005188, 0.8364751935005188]",method2_semantic_embedding
1129,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""그냥 한번 뒤집어봤어.""",'한번'은 하나의 단어이지만 '한 번'으로 써야 한다. '한 번'은 '한'과 '번'이 각각 독립적인 단어이기 때문이다.,379,'한번'은 하나의 단어이지만 '한 번'으로 써야 한다. '한 번'은 '한'과 '번'이 각각 독립적인 단어이기 때문이다.,"[83, 18, 104, 39, 122, 57, 136, 78, 13, 165]","[0.8552560806274414, 0.8552560806274414, 0.8514151573181152, 0.8514151573181152, 0.8452085256576538, 0.8452085256576538, 0.834174394607544, 0.8220999240875244, 0.8220999240875244, 0.8208701610565186]",method2_semantic_embedding
1130,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
― 에라, 모르겠다 하고 도망가고 싶은 마음이 굴뚝이지만 그랬다가 선생님이 집에 전화하기라도 하면 더 복잡해진다.",'에라'는 '에라'로만 발음한다. '에라'는 '에라'로만 적는다.,380,'에라'는 '에라'로만 발음한다. '에라'는 '에라'로만 적는다.,"[177, 86, 21, 64, 129, 72, 7, 111, 46, 104]","[0.771771252155304, 0.7573841214179993, 0.7573841214179993, 0.7472274899482727, 0.7471671104431152, 0.7471301555633545, 0.7471301555633545, 0.7430157661437988, 0.7430157661437988, 0.741597056388855]",method2_semantic_embedding
1131,"""움푹 {패인/팬} 해골 같은 몰골이었다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'패다'는 '패인'과 '패하다'의 어간이므로 '패인'이 맞다.,381,'패다'는 '패인'과 '패하다'의 어간이므로 '패인'이 맞다.,"[104, 39, 96, 31, 99, 34, 100, 35, 92, 27]","[0.8140002489089966, 0.8140002489089966, 0.8024026155471802, 0.8024026155471802, 0.8014117479324341, 0.8014117479324341, 0.7885195016860962, 0.7885195016860962, 0.7875063419342041, 0.7875063419342041]",method2_semantic_embedding
1132,"""{푸시/푸쉬} 알림을 통해 실시간으로 소식을 받아볼 수 있다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",푸시 알림(push notification)의 원어 발음은 [pʊʃ]로 [ʃ]는 '쉬'로 표기한다. 따라서 '푸시'가 옳다.,382,푸시 알림(push notification)의 원어 발음은 [pʊʃ]로 [ʃ]는 '쉬'로 표기한다. 따라서 '푸시'가 옳다.,"[168, 169, 167, 174, 86, 21, 166, 175, 81, 16]","[0.7741623520851135, 0.7616541385650635, 0.755562424659729, 0.7542505860328674, 0.7542461156845093, 0.7542461156845093, 0.7535486221313477, 0.7496461868286133, 0.7420563101768494, 0.7420563101768494]",method2_semantic_embedding
1133,"""우리 앞에는 {무지개빛/무지갯빛} 미래가 펼쳐져 있다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'무지개'는 '무지개'의 어원이,383,'무지개'는 '무지개'의 어원이,"[177, 104, 39, 99, 34, 83, 18, 156, 122, 57]","[0.6961495876312256, 0.6955379843711853, 0.6955379843711853, 0.6809970140457153, 0.6809970140457153, 0.6809790134429932, 0.6809790134429932, 0.6775225400924683, 0.6724688410758972, 0.6724688410758972]",method2_semantic_embedding
