query_id,input_text,retrieved_indices,retrieved_scores,method
340,페어플레이를 했다.,"[46, 111, 163, 59, 124, 160, 161, 162]","[169.0, 169.0, 82.0, 74.0, 74.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
341,동물성 단백질,[],[],method1_keyword_rule_based
342,특히 잠을 자는 동안에는 세균의 활동이 활발해지기 때문에 잠자기 전에 반듯이 칫솔질을 합니다.,"[14, 79, 163, 7, 72, 145, 152, 13, 78]","[82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
343,2022. 1. 2. ~ 2022. 1. 3.,[],[],method1_keyword_rule_based
344,셰이커에 담긴 음료가 쏟아진다.,"[163, 30, 95, 160, 161, 162]","[82.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
345,비행기 좌석 중 퍼스트 클래스에 앉는 것이 소원이다.,"[7, 72, 14, 79, 31, 96, 163, 2, 67]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
346,입사 연도가 서류에 적힌 것과 다릅니다.,"[163, 7, 46, 72, 111]","[82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
347,아무도 말을 안 해준든?,"[14, 79, 52, 117, 10, 75, 13, 78, 17, 82, 7, 72, 39, 104, 12, 77]","[99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
348,주말엔 청소를 해야하며 당번은 제비뽑기로 정한다.,"[163, 8, 73, 14, 46, 79, 111]","[82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
349,엔진을 켜 두었다.,"[47, 112, 46, 111, 163, 13, 78, 59, 124]","[171.0, 171.0, 137.0, 137.0, 77.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
350,벌써 스위스라고? 하고 생각하였다.,"[163, 160, 161, 162, 59, 124, 151, 152]","[82.0, 77.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
351,요즘 사람들이 레티놀이 들어간 화장품을 많이 찾는다.,"[148, 163, 6, 71, 58, 123, 59, 124, 145, 152]","[89.0, 82.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
352,우리가 해줘도 돼.,"[13, 78, 140, 145, 148, 23, 88, 163, 160, 161, 162, 14, 46, 79, 111, 47, 112, 19, 84]","[99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
353,보트를 탔다.,"[46, 111, 171, 160, 161, 162, 163]","[169.0, 169.0, 89.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
354,잔디밭에다 돋자리를 펴자.,"[2, 67, 5, 62, 70, 127, 14, 79, 42, 107, 34, 99, 61, 126, 11, 76]","[99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
355,스폰서를 새로 구했다.,"[163, 0, 65, 1, 66, 3, 68, 7, 46, 72, 111, 160, 161, 162, 142]","[137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
356,매달 드는 분유 값이 얼마인지 알아?,"[14, 79, 160, 161, 162, 30, 95, 163]","[169.0, 169.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
357,이 옷은 너무 빨게서 같이 입기가 부담스럽다.,"[160, 161, 162, 163, 5, 70, 14, 79, 2, 39, 67, 104, 26, 91]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
358,다시 생각해 보렴.,"[14, 79, 46, 111, 52, 117, 13, 78, 149, 160, 163, 7, 72, 137]","[137.0, 137.0, 137.0, 137.0, 94.0, 94.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
359,"대리님, 점심은요?","[163, 145, 23, 88, 22, 87, 14, 79, 29, 94, 53, 118]","[137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
360,"맛의 고장 전주인 만큼, 전통 맛집 및 빵지순례 등 타깃의 흥미와 트렌드에 맞춰 사진과 맛을 표현","[163, 42, 107, 56, 121]","[82.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
361,이 하천에는 개굴이가 많이 산다.,"[160, 161, 162, 163, 46, 111, 140, 5, 70, 14, 79, 4, 69, 19, 84, 23, 88, 28, 93, 31, 96, 32, 97, 33, 98]","[137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
362,그 아이는 반톤타 같은 머리를 하고 있었다.,"[160, 161, 162, 154, 30, 95, 45, 110, 163, 46, 111]","[137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
363,"단, 현임교에서 받은 표창은 종류 및 회수에 상관없이 모두 인정하되 유예 기간 중 받은 것은 제외한다.","[3, 68, 11, 76, 14, 79, 163]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
364,쌀의 자급을 달성한 통일벼 개발을 기념하기 위하여 통일벼 알 모양을 본떠서 기념비를 세웠다.,"[13, 78, 163, 25, 90, 40, 105, 43, 108]","[82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
365,추가적으로 고객님<차량 탑승 운전자>에게 '고객님이 진입하는 곳'이라는 언어 사용이 반말인지 문의드립니다.,"[46, 111, 163]","[82.0, 82.0, 82.0]",method1_keyword_rule_based
366,로브스터는 조리법에 따라 맛이 달라진다.,"[30, 95, 13, 78, 167, 163, 23, 88, 160, 161, 162]","[169.0, 169.0, 94.0, 94.0, 93.0, 82.0, 77.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
367,옛날엔 시를 읽다가 인상 깊은 시구가 나오면 외워 뒀는데.,"[45, 110, 62, 127, 160, 163, 46, 111]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
368,추사 김정희의 〈세한도〉는 절세의 명작이다.,"[144, 163, 4, 69, 7, 46, 72, 111]","[91.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
369,닝큼 이리로 와라.,"[64, 129, 23, 88, 163, 4, 69, 17, 82, 31, 96]","[169.0, 169.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
370,카메라의 초점이 맞질 않는다.,[163],[82.0],method1_keyword_rule_based
371,그날 일에 대해 경위서를 쓸 준비하세요.,"[45, 110, 160, 161, 162, 5, 70, 24, 89, 30, 95, 42, 107, 56, 121, 14, 46, 79, 111]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
372,믹서로 과일을 갈아 마시다.,"[7, 46, 72, 111, 160, 163]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
373,10월 31일은 할로윈 파티를 하는 날이다.,"[163, 59, 124, 149, 155]","[82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
374,가벼운 읽을거리도 마다하지 않았다.,"[14, 79, 31, 96, 13, 78, 46, 111, 163]","[99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
375,오늘은 고기를 구워 먹을 거에요. 은희가 말했다.,"[30, 95, 7, 72, 160, 161, 162, 163, 149, 43, 108]","[169.0, 169.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
376,그는 슬그머니 방으로 들어갔다. 거기에는 뭔가 의심스러운 것이 있었다.,"[160, 161, 162, 30, 95, 45, 110, 10, 75, 2, 67, 11, 76, 14, 79, 42, 107, 163]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0]",method1_keyword_rule_based
377,퀵서비스를 이용해서 물건을 보냈다.,"[23, 88, 7, 46, 72, 111, 160, 161, 162, 163, 14, 79]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
378,"어떤 시설(혹은 장소)을 닫다""라는 의미로 '폐쇄'라는 말을 사용하는데요.","[160, 163, 8, 73]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
379,그냥 한 번 뒤집어 봤어.,"[22, 87, 160, 161, 162, 23, 88, 24, 89, 133, 53, 118, 5, 70, 14, 79, 36, 101]","[82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
380,"에라, 모르겠다 하고 도망가고 싶은 마음이 굴뚝이지만 그랬다가 선생님이 집에 전화하기라도 하면 더 복잡해진다.","[160, 161, 162, 163, 26, 91, 151, 152, 5, 70]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
381,움푹 패인 해골 같은 몰골이었다.,"[14, 46, 79, 111]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
382,푸시 알림을 통해 실시간으로 소식을 받아볼 수 있다.,"[160, 163, 14, 46, 79, 111]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
383,우리 앞에는 무지갯빛 미래가 펼쳐져 있다.,"[13, 78, 140, 145, 148, 23, 88, 163, 160, 161, 162, 26, 91, 39, 104, 4, 69]","[99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
384,좋은 성적을 받아서 그것을 얻어 냈든 아니든 널 그 학교에 보내는 일은 절대 없다.,"[20, 85, 7, 46, 72, 111, 160, 161, 162, 163, 145]","[99.0, 99.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
385,챔피언으로 등극하다.,"[30, 95, 5, 70, 38, 103, 52, 117, 13, 78, 163]","[169.0, 169.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 82.0, 82.0, 77.0]",method1_keyword_rule_based
386,정치면이라면 몰라도 문화면에선 그다지 좋은 방법이 아니다.,"[30, 95, 163, 160]","[94.0, 94.0, 82.0, 77.0]",method1_keyword_rule_based
387,"시험을 칠 때 감독자 몰래 미리 준비한 답을 보고 쓰거나 남의 것을 베끼는 일""을 뜻하는 말은 '컨닝'입니다. '컨닝'은 '컨트롤'의 원어 발음이 [kɒn'trəl]로 [ɒ]는 '오'로 표기한다. 따라서 '컨닝'","[160, 163, 39, 104, 14, 79, 56, 121, 13, 78, 144, 134, 142]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
388,다시는 너한테 상처 주지 않을게.,"[7, 72, 31, 96, 45, 110, 160, 163]","[137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
389,내일 오후에 봐면 좋겠어요.,"[24, 89, 46, 111, 160, 161, 162, 163, 47, 112]","[169.0, 169.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
390,교통사고 났을 때 구조해 주는 레커를 말하는 겁니다.,"[14, 79, 56, 121, 13, 78, 163]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 72.0]",method1_keyword_rule_based
391,떠나야만 하는 이 마음을 누가 알아줄까?,"[163, 160, 161, 162, 5, 70, 14, 79, 59, 124, 149, 155, 30, 95, 46, 111]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
392,탄탄한 기반과 경쟁력으로 많은 나라가 닮고 싶어 하는 자랑스러운 대한민국이 되었습니다.,[163],[82.0],method1_keyword_rule_based
393,우주 관측 센터를 운영하고 있습니다.,"[160, 161, 162, 163]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
394,올해로 한글 반포 578돐을 맞았다.,"[14, 46, 79, 111, 163, 142]","[82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
395,너희에게 축복이 있을지어다.,"[7, 72, 30, 95, 160, 163]","[82.0, 82.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
396,그는 얼굴이 잘생겨서 묻사람들의 부러움을 샀다.,"[160, 161, 162, 30, 95, 45, 110, 7, 46, 72, 111, 14, 79]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
397,봄이 되어 나무에도 새 잎아리가 돋았다.,"[28, 93, 13, 78, 0, 65, 1, 66, 9, 74, 10, 75, 160, 140, 147]","[169.0, 169.0, 99.0, 99.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 82.0, 74.0, 72.0]",method1_keyword_rule_based
398,형이 되어서 그렇게 굴면 안 되.,"[28, 93, 14, 79, 17, 82, 30, 95, 7, 46, 72, 111, 160, 21, 86]","[171.0, 171.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
399,나뭇가지에 연이 걸린다.,"[42, 107, 3, 68, 22, 87, 24, 89, 63, 128, 163, 46, 111, 160]","[173.0, 173.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
400,이번 행사는 시민들에게 2014 아시아 경기 대회가 진정한 화합의 장이었다는 계기가 되었다.,"[142, 144, 153, 160, 161, 162, 163]","[89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
401,날씨가 추우니 윗옷을 겹쳐 입어라.,"[27, 92, 45, 110, 2, 39, 67, 104, 14, 79, 26, 91, 160, 161, 163, 162]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
402,"다행입니다, 감사합니다.","[131, 163, 160, 161, 143, 144, 152]","[101.0, 82.0, 77.0, 77.0, 76.0, 76.0, 76.0]",method1_keyword_rule_based
403,일시: 10. 9.(월) 15:30 ~ 20:30,"[150, 160, 163, 17, 82, 24, 89, 54, 119, 59, 124]","[89.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
404,기름을 짓찌라도 조금은 남겨 두어야 한다.,"[14, 79, 42, 107, 55, 120, 163]","[99.0, 99.0, 94.0, 94.0, 91.0, 91.0, 82.0]",method1_keyword_rule_based
405,제가 매니큐어를 바를 때 그가 왔습니다.,"[163, 11, 76, 14, 79, 13, 78, 42, 107, 132, 160, 161]","[137.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
406,판교는 벤처 기업의 강력한 허브로 성장 중이다.,"[163, 14, 79, 131, 36, 101, 142]","[82.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
407,거긴 주말엔 사람이 많을걸.,"[24, 89, 31, 96, 163, 6, 71, 14, 79, 16, 81]","[82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
408,해당 지침을 문서화해 놓은 것입니다.,"[14, 46, 79, 111, 160, 163, 7, 72]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
409,잘 먹겠습니다.,"[7, 72, 25, 90, 41, 106, 58, 123, 59, 124, 160, 161, 163]","[96.0, 96.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
410,그냥 흔하디 흔한 가게일 뿐이다.,"[22, 87, 160, 161, 162, 163]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
411,솔루션을 찾았다.,[163],[77.0],method1_keyword_rule_based
412,요즘은 정보지식을 갖추는 것이 곧 경쟁력이다.,"[163, 160, 14, 79, 142]","[82.0, 82.0, 79.0, 79.0, 74.0]",method1_keyword_rule_based
413,나는 그녀의 등을 가볍게 토닥여 주었다.,"[46, 111, 163, 7, 72, 13, 78, 14, 79, 21, 86, 23, 88, 28, 30, 93, 95, 160, 161, 162]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
414,그쪽이 먼저 선수를 처서 돈을 지불했다.,"[7, 14, 72, 79, 2, 67, 13, 78]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
415,"문방사우 종이, 붓, 먹, 벼루를 다 가져왔으니 이제 글만 쓰면 되겠다.","[150, 160, 161, 162, 163, 53, 118, 27, 92]","[93.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
416,제 실력을 확인해 보려고 합니다.,"[163, 11, 76, 14, 79, 13, 78, 42, 107, 149]","[137.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
417,이번 여름엔 순천만에서 하는 축제에 가보려고.,"[142, 144, 153, 149, 160, 161, 162, 163, 147]","[89.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
418,항상 윗어른을 공경해야 한다.,"[2, 62, 67, 127, 160]","[99.0, 99.0, 99.0, 99.0, 82.0]",method1_keyword_rule_based
419,그러면 혹시 추천하시는 애플리케이션은 없나요?,"[160, 163]","[82.0, 82.0]",method1_keyword_rule_based
420,"1장, 연구 목적 및 필요성","[3, 68, 52, 117, 143, 7, 72, 14, 79, 39, 104, 56, 121, 163, 59, 124, 149, 156]","[169.0, 169.0, 94.0, 94.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
421,남산 타워에 올라가다.,"[30, 95, 171, 46, 111, 163]","[94.0, 94.0, 89.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
422,카메라로 사진을 찍어요,"[163, 160, 155, 156]","[82.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based
423,미국에 가면 뒷마당에 칩멍크가 많다.,"[163, 46, 111, 149]","[82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
424,"철수야, 나랑 놀자!","[46, 111, 163, 7, 72, 13, 78, 14, 79, 21, 86, 23, 88, 28, 30, 93, 95, 6, 71]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
425,대추를 서른두 번째 먹었다.,"[163, 7, 46, 72, 111]","[82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
426,그럴 수 있어요. 하지만 저는 그렇게 생각하지 않아요.,"[30, 95, 27, 92, 160, 161, 162, 1, 66, 11, 76, 17, 82, 19, 84, 163, 59, 124]","[169.0, 169.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based
427,솔직히 나라면 그 사람 결혼식에 갈 것 같진 않다.,"[53, 118, 160, 161, 162, 163, 46, 111, 30, 95, 45, 110, 149, 59, 124, 143, 147, 148]","[171.0, 171.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 76.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
428,어서 쾌차하시기를 바라요.,"[28, 93, 163, 160]","[99.0, 99.0, 82.0, 82.0]",method1_keyword_rule_based
429,"창호에 설치된 철물(돌쩌귀, 삼베목, 문고리, 등자쇠 등)에 손상은 없는가?","[163, 160, 14, 79, 148, 149, 150, 152, 156]","[82.0, 82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
430,사장 딸이라고 특혜를 받으면 안 되지.,"[163, 13, 78, 40, 105]","[82.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
431,아래의 시계에 내가 저녁 식사 하는 시간을 시침과 분침으로 그려 보세요.,"[46, 111, 5, 70, 14, 79, 13, 78, 160, 161, 162, 163, 7, 72, 21, 86, 24, 89, 39, 104]","[137.0, 137.0, 99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
432,우리 장모님은 프라이드 치킨을 별로 좋아하지 않는다.,"[13, 78, 140, 145, 148, 23, 88, 163, 160, 161, 162, 5, 70]","[99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
433,올해는 텃밭에 강낭콩을 심었다.,"[17, 82, 14, 46, 79, 111, 9, 74]","[171.0, 171.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
434,다음 달 사흗날이면 완성될 것이다.,"[41, 106, 163, 0, 65, 11, 76, 14, 79, 45, 110, 148]","[91.0, 91.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
435,태평양은 세계 바다 면적의 반 정도를 차지한다.,"[178, 7, 46, 72, 111, 163, 149]","[91.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
436,"비가 올때, 우리는 백화점에서 쇼핑을 하고 있었다.","[163, 13, 78, 140, 145, 148, 2, 67, 4, 69, 14, 79, 17, 82, 21, 86, 23, 88, 56, 121, 160, 161, 162]","[137.0, 99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
437,아무 데나 앉으면 안 된다.,"[163, 14, 79, 52, 117, 7, 72, 10, 75, 160]","[137.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
438,"아범아, 내일은 에미와 처가에 다녀와라.","[24, 89, 13, 78, 46, 111, 160, 161, 162, 163, 39, 104, 139, 144]","[169.0, 169.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
439,그런 건 하면 안 돼.,"[7, 72, 62, 127, 142, 160, 161, 162, 45, 110, 163, 10, 75, 149, 52, 117, 59, 124]","[94.0, 94.0, 94.0, 94.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
440,이모작 작부체게는 다음과 같다.,"[163, 14, 79, 5, 70, 160, 161, 162]","[82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
441,개업 후 천 손님이다.,"[163, 46, 111, 7, 72, 14, 79, 39, 104]","[137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
442,스킨십은 천천히 하는 게 좋다.,"[163, 13, 78, 14, 79, 45, 110, 63, 128, 160, 161, 162, 59, 124, 149, 155]","[137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
443,여자친구에게 프로포즈를 하려고 한다.,"[22, 87, 163, 160, 161, 162]","[94.0, 94.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
444,나는 마라탕을 한번도 먹어 본 적 없다.,"[46, 111, 163, 7, 72, 13, 78, 14, 79, 21, 86, 23, 88, 28, 30, 93, 95, 39, 104, 19, 84]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0]",method1_keyword_rule_based
445,이 문장은 중의적 의미를 담고 있다.,"[160, 161, 162, 163, 142, 5, 70, 14, 79, 31, 96, 2, 67, 7, 72, 145]","[137.0, 137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
446,이야기거리가 이제 다 떨어졌다.,"[14, 79, 31, 96, 13, 78, 160, 161, 162, 163]","[99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
447,나중에 사람들이 미추왕릉 앞에 대나무 잎이 수북이 쌓여 있는 것을 보고 적을 물리친 것이 선왕의 음덕임을 깨달았다.,"[148, 46, 111, 163, 58, 123, 59, 124, 145, 152]","[89.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
448,그럼 코코넛 껍질도 껍질인 것이지요?,"[59, 124, 160, 161, 162, 163]","[89.0, 89.0, 82.0, 82.0, 82.0, 77.0]",method1_keyword_rule_based
449,여러 전시회에 출품할 만한 작품이었다.,"[160, 163, 59, 124, 151]","[77.0, 77.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
450,1:1 대응 관계,"[14, 79, 146, 149]","[94.0, 94.0, 89.0, 74.0]",method1_keyword_rule_based
451,흠뻑 젖은 머리는 밖에 비가 오고 있음을 짐작하게 했다.,"[2, 67, 12, 77, 42, 107, 11, 76]","[99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 94.0, 94.0]",method1_keyword_rule_based
452,신규 채용 여부는 신규 채용인 경우와 기존인 경우로 표기한다.,"[14, 79, 163]","[82.0, 82.0, 82.0]",method1_keyword_rule_based
