query_id,input_text,retrieved_indices,retrieved_scores,method,num_results,max_score,min_score,avg_score
303,그 잡지는 월간지이다.,"[160, 161, 162, 30, 95, 45, 110, 163, 15, 80]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based,10,137.0,77.0,97.5
304,내일은 해돋이를 보러 갈 계획이다.,"[61, 126, 24, 89, 46, 111, 163, 14, 79, 160, 161, 162, 149]","[171.0, 171.0, 169.0, 169.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based,13,171.0,74.0,106.53846153846153
305,7월밖에 안 되었지만 벌써 이번 연도 목표를 달성했다.,"[13, 78, 7, 72, 14, 79, 39, 104, 12, 77, 59, 124, 160, 163]","[94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based,14,94.0,72.0,80.42857142857143
306,아무도 날 기억하지 못한다고 해도 괜찮아.,"[45, 110, 14, 79, 52, 117, 39, 104, 42, 107, 163]","[137.0, 137.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,11,137.0,82.0,97.27272727272727
307,그 사람은 호피무늬 상의를 입고 있었어요.,"[160, 161, 162, 148, 30, 95, 45, 110, 163, 58, 123, 59, 124, 145, 152]","[137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based,15,137.0,74.0,90.26666666666667
308,그 문제는 찍어서 맞췄다.,"[160, 161, 162, 30, 95, 45, 110, 163, 7, 46, 72, 111, 59, 124]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based,14,137.0,74.0,91.21428571428571
309,방 안은 숨소리가 들릴만큼 조용했다.,"[10, 75, 2, 67, 11, 76, 14, 79, 42, 107, 8, 73, 163, 23, 88]","[82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,15,82.0,77.0,77.66666666666667
310,이 집은 마당이 넓다랗다.,"[160, 161, 162, 163, 42, 107, 5, 70, 14, 79]","[137.0, 137.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,10,137.0,82.0,107.4
311,요즘 들어 형의 행동이 눈에 띄게 달라졌다.,"[30, 95, 27, 92, 163, 160, 59, 124, 137]","[169.0, 169.0, 94.0, 94.0, 82.0, 82.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based,9,169.0,74.0,101.33333333333333
312,녹록지 않은 상대를 만났다.,"[51, 116]","[89.0, 89.0]",method1_keyword_rule_based,2,89.0,89.0,89.0
313,곧바로 전화가 걸려 왔다.,[163],[77.0],method1_keyword_rule_based,1,77.0,77.0,77.0
314,내년에 뿌릴 씨앗은 뒤웅박에 담아 두었다.,"[22, 87, 46, 111]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,4,82.0,82.0,82.0
315,활주로에서뿐만 아니라 항공 모함에서도 날아오를 수 있다.,"[163, 160, 161, 162]","[77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,4,77.0,77.0,77.0
316,대학에 가더니 아주 멋쟁이가 되어서 왔어.,"[13, 78, 22, 87, 139, 163, 160, 161, 162, 46, 111]","[169.0, 169.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based,11,169.0,77.0,98.81818181818181
317,자주 가던 자기만의 스폿 같은 데 있잖아요.,"[31, 96, 37, 60, 102, 125, 13, 78, 35, 100, 58, 123, 163, 7, 72, 46, 111]","[169.0, 169.0, 99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 94.0, 94.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,17,169.0,82.0,99.88235294117646
318,그것은 내가 읽었던 것과 같은 책이었다.,"[46, 111, 45, 110, 142, 14, 79, 160, 161, 162, 7, 72, 13, 78, 21, 86, 24, 89, 39, 104]","[137.0, 137.0, 99.0, 99.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,20,137.0,82.0,89.55
319,아스팔트 위로 아지랑이가 피어올랐다.,"[21, 86, 160, 163, 161, 162]","[173.0, 173.0, 82.0, 82.0, 72.0, 72.0]",method1_keyword_rule_based,6,173.0,72.0,109.0
320,나는 열 여덟 살이다.,"[46, 111, 163, 26, 91, 7, 72, 13, 78, 14, 79, 21, 86, 23, 88, 28, 30, 93, 95]","[137.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,19,137.0,82.0,92.47368421052632
321,혹시라도 아기가 깨질까 봐 조심이 옮겼다.,"[160, 163, 161, 162]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,4,82.0,82.0,82.0
322,무엇이 잘못되었는지 곰곰이 생각해 보았다.,"[45, 110, 52, 117, 4, 69, 163, 14, 79, 145, 149, 160]","[99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 72.0]",method1_keyword_rule_based,12,99.0,72.0,84.66666666666667
323,할머니는 꽃무늬 조끼를 입고 계셨다.,"[10, 75, 64, 129, 163, 26, 91, 131, 39, 104, 4, 69, 160, 161, 155]","[94.0, 94.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 76.0]",method1_keyword_rule_based,15,94.0,76.0,83.46666666666667
324,인생은 성실로서 이루어지는 것이다.,"[14, 79, 163, 160, 161, 162]","[82.0, 82.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,6,82.0,72.0,76.16666666666667
325,"이후""의 사전적 의미는 '기준이 되는 때를 포함하여 그보다 뒤.'로 되어 있습니다.","[160, 161, 162, 163, 23, 88, 64, 129, 14, 79, 53, 118]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,12,82.0,77.0,80.33333333333333
326,"오후 7시, 19분","[160, 161, 162, 163]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,4,82.0,82.0,82.0
327,그냥 제가 서 있을게요.,"[163, 7, 46, 72, 111, 22, 87, 160, 161, 162, 11, 76, 14, 79, 20, 85, 13, 78, 42, 107]","[137.0, 137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,20,137.0,77.0,94.75
328,영국 스트리트를 걸으면 영국 사람이 된 것 같은 기분이 든다.,"[160, 23, 88, 163, 161, 162]","[77.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,6,77.0,72.0,72.83333333333333
329,오늘도 열심히 운동해야지.,"[143, 160, 161, 162, 163, 14, 46, 79, 111, 149]","[89.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based,10,89.0,74.0,79.9
330,그 나무는 여름쯤에 잎이 초록색으로 변해요.,"[160, 161, 162, 13, 78, 0, 65, 1, 66, 9, 74, 10, 75, 149, 30, 95, 45, 110, 147]","[137.0, 137.0, 137.0, 99.0, 99.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 89.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based,19,137.0,74.0,97.47368421052632
331,와편 담장은 수막새와 암막새를 반복하여 장식한 흙담이다.,"[163, 14, 79, 21, 86, 23, 88, 30, 95, 19, 84, 52, 117, 53, 118]","[137.0, 137.0, 137.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,15,137.0,77.0,91.93333333333334
332,오랜만에 바깥 공기를 쐐였다.,"[32, 97, 14, 79, 13, 78, 26, 91, 163]","[169.0, 169.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,9,169.0,82.0,105.11111111111111
333,이번에 바뀐 업무 진행 순서도 일하는 방식의 하나로서 좋은 것 같습니다.,"[142, 144, 153, 160, 161, 162, 163, 4, 69]","[89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,9,89.0,82.0,84.33333333333333
334,슈퍼마켓,"[30, 95, 160, 163]","[72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,4,72.0,72.0,72.0
335,이 사람들은 제 친구들이예요.,"[160, 161, 162, 163, 148, 5, 70, 14, 79, 11, 76, 13, 78, 42, 107, 58, 123, 59, 124, 145, 152]","[137.0, 137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based,21,137.0,74.0,89.57142857142857
336,무릎을 꿇은 채 다급히 외쳤다.,"[4, 69, 163, 2, 67, 23, 88, 13, 78, 133, 138]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,11,82.0,72.0,78.36363636363636
337,내 딱지로 친구의 딱지를 맞춰서 뒤집었다.,"[60, 125, 46, 111, 14, 79, 7, 72, 13, 78, 21, 86, 24, 89, 39, 104, 160, 163]","[169.0, 169.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,18,169.0,82.0,99.66666666666667
338,안개가 거친 마을은 덜 을씨년스러웠다.,"[42, 107, 46, 111, 163]","[94.0, 94.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,5,94.0,82.0,86.8
339,2023. 4. 14. ~ 4. 28.,[],[],method1_keyword_rule_based,0,0.0,0.0,0.0
340,페어플레이를 했다.,"[46, 111, 163, 59, 124, 160, 161, 162]","[169.0, 169.0, 82.0, 74.0, 74.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,8,169.0,72.0,98.0
341,동물성 단백질,[],[],method1_keyword_rule_based,0,0.0,0.0,0.0
342,특히 잠을 자는 동안에는 세균의 활동이 활발해지기 때문에 잠자기 전에 반듯이 칫솔질을 합니다.,"[14, 79, 163, 7, 72, 145, 152, 13, 78]","[82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based,9,82.0,72.0,76.88888888888889
343,2022. 1. 2. ~ 2022. 1. 3.,[],[],method1_keyword_rule_based,0,0.0,0.0,0.0
344,셰이커에 담긴 음료가 쏟아진다.,"[163, 30, 95, 160, 161, 162]","[82.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,6,82.0,77.0,77.83333333333333
345,비행기 좌석 중 퍼스트 클래스에 앉는 것이 소원이다.,"[7, 72, 14, 79, 31, 96, 163, 2, 67]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,9,82.0,77.0,80.33333333333333
346,입사 연도가 서류에 적힌 것과 다릅니다.,"[163, 7, 46, 72, 111]","[82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,5,82.0,82.0,82.0
347,아무도 말을 안 해준든?,"[14, 79, 52, 117, 10, 75, 13, 78, 17, 82, 7, 72, 39, 104, 12, 77]","[99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based,16,99.0,77.0,85.0
348,주말엔 청소를 해야하며 당번은 제비뽑기로 정한다.,"[163, 8, 73, 14, 46, 79, 111]","[82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,7,82.0,72.0,76.28571428571429
349,엔진을 켜 두었다.,"[47, 112, 46, 111, 163, 13, 78, 59, 124]","[171.0, 171.0, 137.0, 137.0, 77.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,9,171.0,72.0,109.0
350,벌써 스위스라고? 하고 생각하였다.,"[163, 160, 161, 162, 59, 124, 151, 152]","[82.0, 77.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based,8,82.0,74.0,76.125
351,요즘 사람들이 레티놀이 들어간 화장품을 많이 찾는다.,"[148, 163, 6, 71, 58, 123, 59, 124, 145, 152]","[89.0, 82.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based,10,89.0,74.0,76.9
352,우리가 해줘도 돼.,"[13, 78, 140, 145, 148, 23, 88, 163, 160, 161, 162, 14, 46, 79, 111, 47, 112, 19, 84]","[99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,19,99.0,77.0,82.78947368421052
353,보트를 탔다.,"[46, 111, 171, 160, 161, 162, 163]","[169.0, 169.0, 89.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,7,169.0,82.0,107.85714285714286
354,잔디밭에다 돋자리를 펴자.,"[2, 67, 5, 62, 70, 127, 14, 79, 42, 107, 34, 99, 61, 126, 11, 76]","[99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based,16,99.0,72.0,90.125
355,스폰서를 새로 구했다.,"[163, 0, 65, 1, 66, 3, 68, 7, 46, 72, 111, 160, 161, 162, 142]","[137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based,15,137.0,74.0,82.8
356,매달 드는 분유 값이 얼마인지 알아?,"[14, 79, 160, 161, 162, 30, 95, 163]","[169.0, 169.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,8,169.0,82.0,103.75
357,이 옷은 너무 빨게서 같이 입기가 부담스럽다.,"[160, 161, 162, 163, 5, 70, 14, 79, 2, 39, 67, 104, 26, 91]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,14,137.0,82.0,97.71428571428571
358,다시 생각해 보렴.,"[14, 79, 46, 111, 52, 117, 13, 78, 149, 160, 163, 7, 72, 137]","[137.0, 137.0, 137.0, 137.0, 94.0, 94.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based,14,137.0,74.0,100.35714285714286
359,"대리님, 점심은요?","[163, 145, 23, 88, 22, 87, 14, 79, 29, 94, 53, 118]","[137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,12,137.0,77.0,84.66666666666667
360,"맛의 고장 전주인 만큼, 전통 맛집 및 빵지순례 등 타깃의 흥미와 트렌드에 맞춰 사진과 맛을 표현","[163, 42, 107, 56, 121]","[82.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based,5,82.0,72.0,76.0
361,이 하천에는 개굴이가 많이 산다.,"[160, 161, 162, 163, 46, 111, 140, 5, 70, 14, 79, 4, 69, 19, 84, 23, 88, 28, 93, 31, 96, 32, 97, 33, 98]","[137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,25,137.0,82.0,95.48
362,그 아이는 반톤타 같은 머리를 하고 있었다.,"[160, 161, 162, 154, 30, 95, 45, 110, 163, 46, 111]","[137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,11,137.0,82.0,97.63636363636364
363,"단, 현임교에서 받은 표창은 종류 및 회수에 상관없이 모두 인정하되 유예 기간 중 받은 것은 제외한다.","[3, 68, 11, 76, 14, 79, 163]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,7,82.0,82.0,82.0
364,쌀의 자급을 달성한 통일벼 개발을 기념하기 위하여 통일벼 알 모양을 본떠서 기념비를 세웠다.,"[13, 78, 163, 25, 90, 40, 105, 43, 108]","[82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,9,82.0,72.0,75.33333333333333
365,추가적으로 고객님<차량 탑승 운전자>에게 '고객님이 진입하는 곳'이라는 언어 사용이 반말인지 문의드립니다.,"[46, 111, 163]","[82.0, 82.0, 82.0]",method1_keyword_rule_based,3,82.0,82.0,82.0
366,로브스터는 조리법에 따라 맛이 달라진다.,"[30, 95, 13, 78, 167, 163, 23, 88, 160, 161, 162]","[169.0, 169.0, 94.0, 94.0, 93.0, 82.0, 77.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,11,169.0,72.0,97.36363636363636
367,옛날엔 시를 읽다가 인상 깊은 시구가 나오면 외워 뒀는데.,"[45, 110, 62, 127, 160, 163, 46, 111]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based,8,82.0,77.0,80.75
368,추사 김정희의 〈세한도〉는 절세의 명작이다.,"[144, 163, 4, 69, 7, 46, 72, 111]","[91.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,8,91.0,77.0,79.375
369,닝큼 이리로 와라.,"[64, 129, 23, 88, 163, 4, 69, 17, 82, 31, 96]","[169.0, 169.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,11,169.0,82.0,112.81818181818181
370,카메라의 초점이 맞질 않는다.,[163],[82.0],method1_keyword_rule_based,1,82.0,82.0,82.0
371,그날 일에 대해 경위서를 쓸 준비하세요.,"[45, 110, 160, 161, 162, 5, 70, 24, 89, 30, 95, 42, 107, 56, 121, 14, 46, 79, 111]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,19,82.0,82.0,82.0
372,믹서로 과일을 갈아 마시다.,"[7, 46, 72, 111, 160, 163]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based,6,82.0,77.0,80.33333333333333
373,10월 31일은 할로윈 파티를 하는 날이다.,"[163, 59, 124, 149, 155]","[82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based,5,82.0,74.0,75.6
374,가벼운 읽을거리도 마다하지 않았다.,"[14, 79, 31, 96, 13, 78, 46, 111, 163]","[99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based,9,99.0,77.0,90.55555555555556
375,오늘은 고기를 구워 먹을 거에요. 은희가 말했다.,"[30, 95, 7, 72, 160, 161, 162, 163, 149, 43, 108]","[169.0, 169.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based,11,169.0,74.0,97.81818181818181
376,그는 슬그머니 방으로 들어갔다. 거기에는 뭔가 의심스러운 것이 있었다.,"[160, 161, 162, 30, 95, 45, 110, 10, 75, 2, 67, 11, 76, 14, 79, 42, 107, 163]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0]",method1_keyword_rule_based,18,137.0,72.0,88.38888888888889
377,퀵서비스를 이용해서 물건을 보냈다.,"[23, 88, 7, 46, 72, 111, 160, 161, 162, 163, 14, 79]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,12,99.0,82.0,84.83333333333333
378,"어떤 시설(혹은 장소)을 닫다""라는 의미로 '폐쇄'라는 말을 사용하는데요.","[160, 163, 8, 73]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,4,82.0,82.0,82.0
379,그냥 한 번 뒤집어 봤어.,"[22, 87, 160, 161, 162, 23, 88, 24, 89, 133, 53, 118, 5, 70, 14, 79, 36, 101]","[82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,18,82.0,72.0,76.72222222222223
380,"에라, 모르겠다 하고 도망가고 싶은 마음이 굴뚝이지만 그랬다가 선생님이 집에 전화하기라도 하면 더 복잡해진다.","[160, 161, 162, 163, 26, 91, 151, 152, 5, 70]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based,10,137.0,72.0,100.4
381,움푹 패인 해골 같은 몰골이었다.,"[14, 46, 79, 111]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,4,82.0,82.0,82.0
382,푸시 알림을 통해 실시간으로 소식을 받아볼 수 있다.,"[160, 163, 14, 46, 79, 111]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,6,82.0,82.0,82.0
383,우리 앞에는 무지갯빛 미래가 펼쳐져 있다.,"[13, 78, 140, 145, 148, 23, 88, 163, 160, 161, 162, 26, 91, 39, 104, 4, 69]","[99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,17,99.0,82.0,85.23529411764706
384,좋은 성적을 받아서 그것을 얻어 냈든 아니든 널 그 학교에 보내는 일은 절대 없다.,"[20, 85, 7, 46, 72, 111, 160, 161, 162, 163, 145]","[99.0, 99.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based,11,99.0,74.0,80.72727272727273
385,챔피언으로 등극하다.,"[30, 95, 5, 70, 38, 103, 52, 117, 13, 78, 163]","[169.0, 169.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 82.0, 82.0, 77.0]",method1_keyword_rule_based,11,169.0,77.0,106.63636363636364
386,정치면이라면 몰라도 문화면에선 그다지 좋은 방법이 아니다.,"[30, 95, 163, 160]","[94.0, 94.0, 82.0, 77.0]",method1_keyword_rule_based,4,94.0,77.0,86.75
387,"시험을 칠 때 감독자 몰래 미리 준비한 답을 보고 쓰거나 남의 것을 베끼는 일""을 뜻하는 말은 '컨닝'입니다. '컨닝'은 '컨트롤'의 원어 발음이 [kɒn'trəl]로 [ɒ]는 '오'로 표기한다. 따라서 '컨닝'","[160, 163, 39, 104, 14, 79, 56, 121, 13, 78, 144, 134, 142]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based,13,82.0,72.0,79.07692307692308
388,다시는 너한테 상처 주지 않을게.,"[7, 72, 31, 96, 45, 110, 160, 163]","[137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based,8,137.0,77.0,94.5
389,내일 오후에 봐면 좋겠어요.,"[24, 89, 46, 111, 160, 161, 162, 163, 47, 112]","[169.0, 169.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,10,169.0,82.0,99.4
390,교통사고 났을 때 구조해 주는 레커를 말하는 겁니다.,"[14, 79, 56, 121, 13, 78, 163]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 72.0]",method1_keyword_rule_based,7,82.0,72.0,79.14285714285714
391,떠나야만 하는 이 마음을 누가 알아줄까?,"[163, 160, 161, 162, 5, 70, 14, 79, 59, 124, 149, 155, 30, 95, 46, 111]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,16,137.0,72.0,91.25
392,탄탄한 기반과 경쟁력으로 많은 나라가 닮고 싶어 하는 자랑스러운 대한민국이 되었습니다.,[163],[82.0],method1_keyword_rule_based,1,82.0,82.0,82.0
393,우주 관측 센터를 운영하고 있습니다.,"[160, 161, 162, 163]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,4,82.0,82.0,82.0
394,올해로 한글 반포 578돐을 맞았다.,"[14, 46, 79, 111, 163, 142]","[82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based,6,82.0,74.0,80.66666666666667
395,너희에게 축복이 있을지어다.,"[7, 72, 30, 95, 160, 163]","[82.0, 82.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based,6,82.0,72.0,76.0
396,그는 얼굴이 잘생겨서 묻사람들의 부러움을 샀다.,"[160, 161, 162, 30, 95, 45, 110, 7, 46, 72, 111, 14, 79]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,13,137.0,72.0,90.07692307692308
397,봄이 되어 나무에도 새 잎아리가 돋았다.,"[28, 93, 13, 78, 0, 65, 1, 66, 9, 74, 10, 75, 160, 140, 147]","[169.0, 169.0, 99.0, 99.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 82.0, 74.0, 72.0]",method1_keyword_rule_based,15,169.0,72.0,101.06666666666666
398,형이 되어서 그렇게 굴면 안 되.,"[28, 93, 14, 79, 17, 82, 30, 95, 7, 46, 72, 111, 160, 21, 86]","[171.0, 171.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based,15,171.0,72.0,90.86666666666666
399,나뭇가지에 연이 걸린다.,"[42, 107, 3, 68, 22, 87, 24, 89, 63, 128, 163, 46, 111, 160]","[173.0, 173.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based,14,173.0,72.0,92.5
400,이번 행사는 시민들에게 2014 아시아 경기 대회가 진정한 화합의 장이었다는 계기가 되었다.,"[142, 144, 153, 160, 161, 162, 163]","[89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based,7,89.0,82.0,85.0
